status_id,retweet_count,favorite_count
857393404942143489,1495,5500
857263160327368704,4138,18818
857214891891077121,16,210
857062103051644929,154,0
857029823797047296,3644,17631
856543823941562368,2647,15341
856526610513747968,1727,11155
856330835276025856,615,0
856288084350160898,15,487
856282028240666624,5790,26034
855862651834028034,22,312
855860136149123072,894,4596
855857698524602368,1942,11182
855851453814013952,16710,43175
855818117272018944,5006,25072
855459453768019968,7587,27998
855245323840757760,5500,0
855138241867124737,39,0
854732716440526848,5608,21416
854482394044301312,6301,27503
854365224396361728,4341,17797
854120357044912130,6915,30176
854010172552949760,2919,15341
853760880890318849,5348,26970
853639147608842240,9287,32704
853299958564483072,3299,14651
852936405516943360,1853,0
852912242202992640,1676,8519
852672615818899456,2012,14139
852553447878664193,3248,15414
852311364735569921,9258,31387
852226086759018497,6365,18929
852189679701164033,1479,10897
851861385021730816,19,0
851591660324737024,3250,15470
851464819735769094,6595,23048
851224888060895234,5388,19688
850753642995093505,8469,29195
850380195714523136,2435,12478
850333567704068097,308,3291
850145622816686080,3541,15535
850019790995546112,4563,19439
849776966551130114,7121,28935
849668094696017920,4649,0
849412302885593088,2956,15159
849336543269576704,1768,10896
849051919805034497,7954,40395
848690551926992896,4076,24075
848324959059550208,4346,23623
848213670039564288,675,7808
848212111729840128,2836,15588
847978865427394560,3064,0
847971574464610304,415,0
847962785489326080,4788,22488
847842811428974592,1239,5180
847617282490613760,388,6682
847606175596138505,3229,17958
847251039262605312,4086,19625
847157206088847362,5499,18989
847116187444137987,3003,20557
846874817362120707,3703,19242
846514051647705089,10872,42658
846505985330044928,2897,13532
846153765933735936,8523,30215
846139713627017216,9542,29757
846042936437604353,2700,15321
845812042753855489,8203,28009
845677943972139009,4553,24192
845397057150107648,1683,7321
845306882940190720,5076,22385
845098359547420673,7224,0
844979544864018432,2408,13103
844973813909606400,2990,14419
844580511645339650,2940,15801
844223788422217728,2069,13139
843981021012017153,2804,14608
843856843873095681,4364,20659
843604394117681152,2587,16235
843235543001513987,5671,20686
842846295480000512,3448,14713
842765311967449089,1204,6481
842535590457499648,3331,17466
842163532590374912,5500,23526
842115215311396866,2874,13473
841833993020538882,14218,0
841680585030541313,7447,24857
841439858740625411,3476,12150
841320156043304961,5251,19094
841314665196081154,4405,15266
841077006473256960,5057,22052
840761248237133825,1674,0
840728873075638272,15239,0
840698636975636481,2,172
840696689258311684,921,11856
840632337062862849,1674,8688
840370681858686976,4333,15869
840268004936019968,5454,18565
839990271299457024,2161,12958
839549326359670784,7386,26468
839290600511926273,137,0
839239871831150596,6204,26155
838952994649550848,3820,18993
838921590096166913,1945,10768
838916489579200512,32,0
838831947270979586,10501,0
838561493054533637,1269,10610
838476387338051585,4528,21726
838201503651401729,9582,0
838150277551247360,318,1609
838085839343206401,1,135
838083903487373313,2969,17061
837820167694528512,7491,32950
837482249356513284,424,3740
837471256429613056,2157,12387
837110210464448512,2258,15549
836989968035819520,2198,12355
836753516572119041,4435,18757
836677758902222849,2122,12232
836648853927522308,530,0
836397794269200385,26278,0
836380477523124226,2868,14332
836260088725786625,4130,20662
836001077879255040,4082,18470
835685285446955009,7784,0
835574547218894849,3454,17261
835536468978302976,1612,0
835309094223372289,20030,0
835297930240217089,2857,15975
835264098648616962,1612,7482
835246439529840640,68,2045
835172783151792128,5512,25387
835152434251116546,2872,21704
834931633769889797,1554,10457
834786237630337024,5301,20824
834574053763584002,2412,13239
834477809192075265,10194,0
834458053273591808,1605,9336
834209720923721728,4537,19936
834167344700198914,3523,15368
834089966724603904,2049,9744
834086379323871233,2115,12682
833863086058651648,2307,13056
833826103416520705,3607,17611
833732339549220864,212,0
833722901757046785,3109,20287
833479644947025920,1955,14458
833124694597443584,4649,19645
832998151111966721,2111,12873
832769181346996225,38,0
832757312314028032,3476,16386
832682457690300417,2802,11534
832645525019123713,513,2843
832636094638288896,2671,15432
832397543355072512,2125,11637
832369877331693569,3064,16683
832273440279240704,2240,11031
832215909146226688,5981,0
832215726631055365,8955,0
832088576586297345,2,61
832040443403784192,9209,0
832032802820481025,4486,17357
831939777352105988,5899,23313
831926988323639298,34,325
831911600680497154,6248,26781
831670449226514432,1745,10149
831650051525054464,1853,6922
831552930092285952,2247,8730
831322785565769729,1493,9036
831315979191906304,1075,6356
831309418084069378,2374,11443
831262627380748289,1973,11561
830956169170665475,1432,7764
830583320585068544,16094,64854
830173239259324417,5458,0
830097400375152640,2822,9498
829878982036299777,4809,0
829861396166877184,1867,11929
829501995190984704,10194,30889
829449946868879360,1936,10193
829141528400556032,7066,23708
829011960981237760,15782,51935
828801551087042563,3298,0
828770345708580865,5638,24901
828708714936930305,10792,35522
828650029636317184,1292,9271
828409743546925057,1116,6200
828408677031882754,1242,7500
828381636999917570,2145,12275
828376505180889089,1032,7205
828372645993398273,2824,12264
828361771580813312,171,2127
828046555563323392,2759,11437
828011680017821696,2084,10097
827933404142436356,5059,19544
827653905312006145,2915,15112
827600520311402496,905,7287
827324948884643840,2918,15429
827199976799354881,2143,10309
826958653328592898,4809,21015
826848821049180160,9779,35269
826615380357632002,3842,0
826598799820865537,241,5004
826598365270007810,2267,9754
826476773533745153,4044,17934
826240494070030336,2519,12949
826204788643753985,884,4752
826115272272650244,2999,15260
825876512159186944,1793,10229
825829644528148480,2420,12442
825535076884762624,17000,55678
825147591692263424,4379,17845
825120256414846976,1208,0
825026590719483904,1208,6118
824796380199809024,5332,0
824775126675836928,3387,14562
824663926340194305,1706,10270
824325613288833024,10259,11547
824297048279236611,3721,14689
824025158776213504,581,4716
823939628516474880,2630,10399
823719002937630720,10803,0
823699002998870016,2435,13645
823581115634085888,2535,12710
823333489516937216,22,688
823322678127919110,3877,15359
823269594223824897,9578,0
822975315408461824,3336,16929
822872901745569793,41736,128435
822859134160621569,2197,12918
822647212903690241,6190,0
822610361945911296,2840,14462
822489057087389700,6190,17724
822462944365645825,13782,27260
822244816520155136,9578,34197
822163064745328640,4587,0
821886076407029760,2236,11059
821813639212650496,3261,0
821765923262631936,1612,8203
821522889702862852,1695,7857
821421320206483457,5385,0
821407182352777218,4179,11479
821153421864615936,10,247
821149554670182400,1890,8416
821107785811234820,2063,9388
821044531881721856,2209,12389
820837357901512704,6503,0
820749716845686786,9582,30872
820690176645140481,3133,11981
820494788566847489,547,0
820446719150292993,2484,0
820314633777061888,547,3274
820078625395449857,6092,19352
820013781606658049,1136,0
819952236453363712,1136,5201
819924195358416896,4731,12650
819711362133872643,3018,13088
819588359383371776,1939,9451
819347104292290561,1172,7074
819238181065359361,397,2206
819227688460238848,6503,22546
819015337530290176,35970,0
819015331746349057,18520,0
819006400881917954,18520,44457
819004803107983360,35970,85319
818646164899774465,20315,0
818627210458333184,7336,21947
818614493328580609,2451,9632
818588835076603904,5943,0
818536468981415936,2375,10626
818307523543449600,7820,0
818259473185828864,2187,10766
818145370475810820,2477,12020
817908911860748288,771,4754
817827839487737858,26278,50447
817777686764523521,2605,10532
817536400337801217,2858,11527
817502432452313088,3292,0
817423860136083457,14218,33054
817415592588222464,925,5480
817181837579653120,8199,0
817171292965273600,1964,8593
817120970343411712,2519,11956
817056546584727552,1592,8420
816829038950027264,4572,0
816816676327063552,1970,9791
816697700272001025,2133,9579
816450570814898180,7820,29738
816336735214911488,1891,8430
816091915477250048,2071,8764
816062466425819140,985,0
816014286006976512,5101,0
815990720817401858,985,4843
815966073409433600,8199,21919
815745968457060357,4017,0
815736392542261248,2210,9656
815639385530101762,1605,8058
815390420867969024,3706,10155
814986499976527872,1241,7509
814638523311648768,2631,11061
814578408554463233,5676,0
814530161257443328,1820,8477
814153002265309185,8439,28176
813944609378369540,3103,0
813910438903693312,1810,9139
813812741911748608,13603,35793
813800681631023104,1710,8166
813217897535406080,7120,18283
813202720496779264,1773,9071
813187593374461952,4232,19497
813172488309972993,1885,9103
813157409116065792,2144,7611
813142292504645637,2333,8342
813130366689148928,434,4411
813127251579564032,3032,11585
813112105746448384,2664,10120
813096984823349248,3535,10373
813081950185472002,2718,9715
813066809284972545,1900,7789
813051746834595840,7177,20571
812781120811126785,1854,7403
812709060537683968,1408,6503
812503143955202048,1191,5952
812466873996607488,1877,7829
812372279581671427,3572,13414
811985624773361665,1365,7139
811744202451197953,1550,7399
811647686436880384,719,5502
811627233043480576,2981,12501
811386762094317568,6233,20564
810984652412424192,1390,5216
810896069567610880,1719,8844
810657578271330305,2565,10771
810284430598270976,10958,34562
810254108431155201,3298,14453
809920764300447744,3842,15300
809808892968534016,4785,0
809448704142938112,1426,6831
809220051211603969,5458,19554
809084759137812480,3442,13003
808838249661788160,2971,9951
808733504066486276,2109,7764
808501579447930884,2548,11118
808344865868283904,20315,41733
808134635716833280,5768,0
808106460588765185,2154,8669
808001312164028416,3459,12309
807621403335917568,3528,14349
807106840509214720,53978,115947
807059379405148160,7155,0
807010152071229440,3785,12906
806629075125202948,33783,73258
806620845233815552,5400,0
806576416489959424,1914,4811
806542213899489280,2302,10043
806242860592926720,11350,0
806219024703037440,1169,6357
805958939288408065,5240,0
805932879469572096,1883,8165
805826884734976000,1780,6464
805823200554876929,7810,0
805520635690676224,1623,5662
805487436403003392,2475,8670
805207613751304193,1686,7719
804738756058218496,3739,13459
804475857670639616,1970,6041
804413760345620481,3156,0
804026241225523202,15734,43661
803773340896923648,2684,9892
803692223237865472,7272,0
803638050916102144,4056,10777
803380650405482500,1835,7642
803321560782307329,5187,0
803276597545603072,2404,9871
802952499103731712,1953,8882
802624713319034886,2835,0
802600418706604034,1423,6994
802572683846291456,2458,8813
802323869084381190,5715,15913
802265048156610565,1345,6832
802239329049477120,2568,8946
802185808107208704,268,0
801958328846974976,1676,7640
801854953262350336,234,1769
801538201127157760,2026,8099
801285448605831168,804,5939
801167903437357056,5768,24030
801127390143516673,3867,0
801115127852503040,2056,7943
800859414831898624,96,679
800855607700029440,1569,0
800751577355128832,2740,10410
800513324630806528,2937,12954
800459316964663297,2132,9361
800443802682937345,4205,0
800388270626521089,2752,10987
800188575492947969,3846,0
800141422401830912,2484,15029
800018252395122689,12839,27866
799774291445383169,4559,0
799757965289017345,2107,8256
799422933579902976,1886,7943
799308762079035393,5335,0
799297110730567681,2687,9717
799063482566066176,2428,7959
798933969379225600,4362,12858
798925684722855936,1413,7397
798705661114773508,6500,0
798701998996647937,7588,0
798697898615730177,6382,0
798694562394996736,4847,0
798686750113755136,2274,0
798682547630837760,4645,0
798673117451325440,5448,0
798665375516884993,3832,0
798644042770751489,1806,0
798628517273620480,1935,0
798585098161549313,5543,0
798576900688019456,5717,0
798340744599797760,3258,0
798209839306514432,2501,10251
797971864723324932,3034,11393
797545162159308800,4780,14337
797236660651966464,6418,19608
797165961484890113,26,223
796904159865868288,8729,0
796865951799083009,1886,7560
796759840936919040,2966,11616
796563435802726400,7058,0
796484825502875648,1718,7444
796387464403357696,4062,10828
796177847564038144,13958,0
796149749086875649,13958,31712
796125600683540480,1759,4898
796116448414461957,2353,8946
796080075804475393,2255,8322
796031486298386433,3646,10634
795464331001561088,23005,48646
795400264262053889,2796,9860
795076730285391872,5332,15934
794983741416415232,3292,0
794926597468000259,2263,10052
794355576146903043,10053,0
794332329137291264,2625,9454
794205286408003585,3251,9096
793962221541933056,4785,16546
793845145112371200,1814,9087
793614319594401792,3064,0
793601777308463104,1582,7854
793500921481273345,2326,10497
793286476301799424,8955,24181
793271401113350145,2345,8561
793256262322548741,8165,19661
793241302385262592,3228,10344
793226087023144960,2816,9650
793210959003287553,2735,8777
793195938047070209,5497,15004
793180763617361921,1952,6833
793165685325201412,2722,9231
793150605191548928,1662,6079
793135492858580992,2451,6299
793120401413079041,3822,12447
792913359805018113,3883,14072
792883833364439040,4168,11101
792773781206999040,1640,7234
792394556390137856,4206,13187
792050063153438720,1747,7018
791821351946420224,20624,0
791784077045166082,9331,0
791780927877898241,3736,0
791774931465953280,21658,44324
791672322847637504,3064,11560
791406955684368384,4017,12932
791312159183634433,2472,8615
791026214425268224,3996,0
790987426131050500,2084,9643
790946055508652032,4572,16387
790723298204217344,2256,0
790698755171364864,1879,8065
790581949425475584,6937,20297
790337589677002753,1849,7703
790277117346975746,3103,12347
790227638568808452,3474,0
789986466051088384,2256,9104
789960241177853952,4008,0
789903600034189313,4046,10163
789628658055020548,1726,7351
789599242079838210,1879,6624
789530877013393408,3292,11528
789314372632018944,2236,8482
789280767834746880,4802,0
789268448748703744,2556,8954
789137962068021249,2718,9539
788908386943430656,12188,26949
788765914992902144,10053,26847
788552643979468800,6975,0
788412144018661376,5138,15262
788178268662984705,2045,7114
788150585577050112,1251,6013
788070120937619456,3358,0
788039637453406209,1281,6018
787810552592695296,2978,8472
787717603741622272,2706,10084
787397959788929025,2782,10707
787322443945877504,1699,7658
787111942498508800,6579,0
786963064373534720,7784,26158
786729988674449408,2378,0
786709082849828864,5981,17949
786664955043049472,2471,10388
786595970293370880,3056,9304
786363235746385920,3380,10685
786286427768250368,2760,7826
786233965241827333,4587,14955
786051337297522688,153,1397
786036967502913536,6803,0
785927819176054784,3112,11184
785872687017132033,1756,6579
785639753186217984,2182,7728
785533386513321988,1941,8924
785515384317313025,1221,6011
785264754247995392,1588,7130
785170936622350336,4711,11804
784826020293709826,3156,9910
784517518371221505,2461,8817
784431430411685888,1236,5619
784183165795655680,7810,19664
784057939640352768,10803,29158
783839966405230592,10501,29391
783821107061198850,1911,7228
783695101801398276,3125,10255
783466772167098368,2170,8275
783391753726550016,5314,16558
783347506784731136,5389,0
783334639985389568,11350,28512
783085703974514689,2132,8003
782969140009107456,7155,23651
782747134529531904,1374,7318
782722598790725632,5240,16916
782598640137187329,1829,7645
782305867769217024,5385,16309
782021823840026624,6018,0
781955203444699136,3272,10922
781661882474196992,2639,10227
781655249211752448,1104,3911
781524693396357120,5400,20326
781308096455073793,2486,6997
781251288990355457,2010,8226
781163403222056960,2682,9602
780931614150983680,7058,21185
780858289093574656,1955,7050
780800785462489090,1256,5363
780601303617732608,3261,11840
780543529827336192,1697,6159
780496263422808064,3563,0
780476555013349377,109,0
780459368902959104,1043,5174
780192070812196864,2177,8506
780092040432480260,2230,0
780074436359819264,4798,11864
779834332596887552,6803,18442
779377524342161408,3009,8565
779124354206535695,17729,0
779056095788752897,4382,14420
778990705243029504,6962,19477
778774459159379968,9574,0
778764940568104960,353,843
778748913645780993,1265,6711
778650543019483137,1448,5619
778624900596654080,980,4500
778408200802557953,4173,13314
778396591732486144,11835,0
778383385161035776,1063,5683
778286810187399168,3200,10125
778039087836069888,2562,8293
778027034220126208,1555,6396
777953400541634568,3413,0
777885040357281792,1579,6215
777684233540206592,2835,10971
777641927919427584,4091,0
777621514455814149,2435,8519
777189768882946048,4183,13885
776819012571455488,13256,0
776813020089548800,1167,4772
776477788987613185,2678,8595
776249906839351296,8827,0
776218204058357768,15329,29124
776201521193218049,2441,9344
776113305656188928,4205,11494
776088319444877312,146,1788
775898661951791106,16235,0
775842724423557120,2575,11417
775733305207554048,3867,13551
775729183532220416,4466,12684
775364825476165632,2853,7208
775350846108426240,3780,9906
775085132600442880,4559,15155
774757898236878852,1727,8400
774639387460112384,1677,6575
774314403806253056,5335,21244
773985732834758656,3730,10476
773922284943896577,1691,6250
773704687002451968,1563,6440
773670353721753600,1267,5214
773547596996571136,5943,21557
773336787167145985,4878,0
773308824254029826,7224,22734
773247561583001600,3152,9227
773191612633579521,4002,9758
772877495989305348,3743,8342
772826264096874500,2284,7835
772615324260794368,3272,0
772581559778025472,1651,6325
772193107915964416,1338,5860
772152991789019136,1102,3713
772117678702071809,716,3667
772114945936949249,457,2665
772102971039580160,904,3902
771908950375665664,1821,6389
771770456517009408,3258,11691
771500966810099713,2521,8058
771380798096281600,4878,10230
771171053431250945,7186,0
771136648247640064,2830,8910
771102124360998913,1388,6062
771014301343748096,1602,6725
770787852854652928,1162,4804
770772759874076672,1369,5053
770655142660169732,1726,7165
770414278348247044,2021,6162
770293558247038976,1415,6054
770093767776997377,2939,0
770069151037685760,2217,7392
769940425801170949,9209,30413
769695466921623552,1629,6259
769335591808995329,7468,0
769212283578875904,1658,5250
768970937022709760,6269,13903
768909767477751808,2582,0
768855141948723200,859,4073
768609597686943744,1158,3998
768596291618299904,1236,4905
768554158521745409,5630,0
768473857036525572,3293,13242
768193404517830656,3413,10583
767884188863397888,1329,4632
767754930266464257,5187,15559
767500508068192258,2261,7297
767191397493538821,3623,11955
767122157629476866,2756,9911
766864461642756096,5414,0
766793450729734144,1315,4905
766714921925144576,362,2535
766693177336135680,771,3905
766423258543644672,1527,5843
766313316352462849,1815,6595
766078092750233600,2530,0
766069199026450432,817,4105
766008592277377025,481,3655
765719909049503744,2090,7043
765669560888528897,1190,5043
765395769549590528,3273,25985
765371061932261376,2093,6875
765222098633691136,3272,11324
764857477905154048,1721,6280
764259802650378240,1449,5844
763956972077010945,52,744
763837565564780549,3996,12203
763183847194451968,1423,5213
763167063695355904,2899,0
763103485927849985,2225,7163
762699858130116608,3474,11774
762471784394268675,6175,10905
762464539388485633,4008,9995
762316489655476224,1076,4650
762035686371364864,14937,30894
761976711479193600,1923,5246
761750502866649088,3763,0
761745352076779520,834,4159
761672994376806400,27984,47925
761599872357261312,1147,4005
761371037149827077,17401,0
761334018830917632,1403,5028
761292947749015552,1051,4357
761227390836215808,1514,5185
761004547850530816,3358,11021
760893934457552897,930,3707
760656994973933572,1839,6394
760641137271070720,1246,4829
760539183865880579,3492,7344
760521673607086080,1345,4088
760290219849637889,11046,25987
760252756032651264,839,3831
760190180481531904,1731,5530
760153949710192640,30,0
759943073749200896,2005,5762
759923798737051648,5414,14229
759846353224826880,1897,6536
759793422261743616,1840,5781
759557299618865152,1150,4547
759447681597108224,2378,8243
759446261539934208,468,1621
759197388317847553,1878,5904
759159934323924993,1114,0
759099523532779520,3993,14069
759047813560868866,1928,6280
758854675097526272,872,3443
758828659922702336,3703,10865
758740312047005698,1561,5566
758474966123810816,958,3679
758467244762497024,2129,4646
758405701903519748,1837,5046
758355060040593408,1022,3268
758099635764359168,9574,18421
758041019896193024,358,2620
757741869644341248,3147,6658
757729163776290825,7591,0
757725642876129280,1166,4405
757611664640446465,1052,4430
757597904299253760,288,0
757596066325864448,1019,4212
757400162377592832,6573,14662
757393109802180609,1665,5633
757354760399941633,1361,4375
756998049151549440,1910,6079
756939218950160384,1922,6431
756651752796094464,1245,4884
756526248105566208,3448,10077
756303284449767430,1064,3815
756288534030475264,17030,42695
756275833623502848,1472,6179
755955933503782912,2755,7078
755206590534418437,5135,15916
755110668769038337,10663,20494
754874841593970688,7587,0
754856583969079297,2410,6674
754747087846248448,499,2506
754482103782404096,1878,5119
754449512966619136,705,3618
754120377874386944,2258,7633
753655901052166144,2090,5645
753420520834629632,3407,7610
753398408988139520,1820,5547
753375668877008896,2230,7388
753298634498793472,5455,0
753294487569522689,1000,3251
753039830821511168,20030,35879
753026973505581056,918,3794
752932432744185856,6579,12196
752917284578922496,1510,6717
752701944171524096,2751,0
752682090207055872,1528,5820
752660715232722944,1499,4233
752568224206688256,2182,5311
752519690950500352,3303,7119
752334515931054080,1058,3696
752309394570878976,15538,0
752173152931807232,1756,5762
751950017322246144,874,2963
751937170840121344,1261,5017
751830394383790080,1871,5630
751793661361422336,2778,5608
751598357617971201,2928,7696
751583847268179968,1053,4245
751538714308972544,1201,4871
751456908746354688,962,3106
751251247299190784,5621,12120
751205363882532864,1740,6117
751132876104687617,1245,4897
750868782890057730,1307,4616
750719632563142656,4802,12719
750506206503038976,1103,4290
750429297815552001,4091,12744
750383411068534784,1094,4403
750381685133418496,27,672
750147208377409536,923,3007
750132105863102464,1237,3498
750117059602808832,1257,4195
750101899009982464,809,2943
750086836815486976,514,2101
750071704093859840,3176,7548
750056684286914561,865,3059
750041628174217216,585,3063
750026558547456000,754,2629
750011400160841729,867,3121
749996283729883136,786,2956
749981277374128128,2373,4938
749774190421639168,1272,4515
749417653287129088,1574,5899
749403093750648834,506,2519
749395845976588288,3290,8273
749317047558017024,2145,5293
749075273010798592,1985,5558
749064354620928000,1467,4647
749036806121881602,762,2994
748977405889503236,3256,10398
748932637671223296,2153,5595
748705597323898880,918,2684
748699167502000129,1521,4581
748692773788876800,1282,4093
748575535303884801,1905,5856
748568946752774144,646,2126
748346686624440324,1183,5033
748337862848962560,3926,7338
748324050481647620,724,3563
748307329658011649,684,3567
748220828303695873,7426,13642
747963614829678593,2048,5572
747933425676525569,2447,6379
747885874273214464,928,2824
747844099428986880,715,2720
747816857231626240,1113,4665
747651430853525504,147,1319
747648653817413632,5569,12419
747600769478692864,540,2255
747594051852075008,1000,3540
747512671126323200,1542,5328
747461612269887489,1001,3739
747439450712596480,1833,5218
747242308580548608,2771,0
747219827526344708,1491,5067
747204161125646336,868,3232
747103485104099331,3789,9191
746906459439529985,283,2796
746872823977771008,2040,5773
746818907684614144,1666,5124
746790600704425984,1528,4695
746757706116112384,3736,9202
746726898085036033,1718,5832
746542875601690625,1814,4857
746521445350707200,938,0
746507379341139972,1039,4481
746369468511756288,1560,5982
746131877086527488,2093,6633
746056683365994496,780,3440
745789745784041472,1017,3846
745712589599014916,2221,6745
745433870967832576,2431,6796
745422732645535745,2309,8245
745314880350101504,2617,6875
745074613265149952,3330,7546
745057283344719872,2145,6972
744995568523612160,587,2856
744971049620602880,2560,7579
744709971296780288,1494,5391
744334592493166593,2007,6508
744234799360020481,74043,150091
744223424764059648,345,1591
743980027717509120,1049,4019
743895849529389061,926,3519
743835915802583040,1970,0
743609206067040256,1328,4301
743595368194129920,6223,17622
743545585370791937,903,3400
743510151680958465,3558,7633
743253157753532416,1169,4076
743222593470234624,1830,5960
743210557239623680,1303,3692
742534281772302336,3411,6792
742528092657332225,1870,4247
742465774154047488,3744,6973
742423170473463808,3562,9441
742385895052087300,1871,6540
742161199639494656,1301,4134
742150209887731712,1472,4897
741793263812808706,1431,4373
741743634094141440,2613,7841
741438259667034112,780,3548
741303864243200000,3062,8426
741099773336379392,5266,9595
741067306818797568,2939,9169
740995100998766593,2583,6088
740711788199743490,900,3258
740699697422163968,745,2732
740676976021798912,6500,17420
740373189193256964,12681,33661
740365076218183684,408,2360
740359016048689152,822,3149
740214038584557568,1871,6417
739979191639244800,5630,19159
739932936087216128,1029,3895
739844404073074688,817,3646
739623569819336705,1294,3617
739606147276148736,1576,5188
739544079319588864,20159,37835
739485634323156992,2774,6844
739238157791694849,55178,111064
738891149612572673,6,101
738885046782832640,1093,3623
738883359779196928,754,3159
738537504001953792,1462,4874
738402415918125056,784,3131
738184450748633089,1157,4137
738166403467907072,3174,8390
738156290900254721,612,2397
737826014890496000,1684,5046
737800304142471168,3302,9586
737678689543020544,1253,4818
737445876994609152,4233,9810
737322739594330112,771,3450
737310737551491075,7048,14036
736736130620620800,1634,4060
736392552031657984,6975,16954
736365877722001409,1177,3813
736225175608430592,2657,7765
736010884653420544,2814,7552
735991953473572864,1087,3431
735648611367784448,1049,3880
735635087207878657,2241,5907
735274964362878976,4762,12494
735256018284875776,837,3193
735137028879360001,925,2995
734912297295085568,506,2638
734787690684657664,5991,11996
734776360183431168,509,2402
734559631394082816,376,1426
733828123016450049,743,3425
733822306246479872,975,3518
733482008106668032,899,2984
733460102733135873,1202,4001
733109485275860992,16235,51152
732732193018155009,509,2327
732726085725589504,847,3411
732585889486888962,744,3496
732375214819057664,2384,7745
732005617171337216,5101,14219
731285275100512256,948,3355
731156023742988288,1205,3669
