status_id,retweet_count,favorite_count
730924654643314689,1878,5880
730573383004487680,2023,4666
730427201120833536,987,3334
730211855403241472,1007,3646
730196704625098752,1783,4630
729854734790754305,1062,3856
729838605770891264,358,1655
729823566028484608,1179,3801
729463711119904772,2202,5528
729113531270991872,302,1795
728986383096946689,777,3008
728760639972315136,1618,4457
728751179681943552,647,2644
728653952833728512,992,3173
728409960103686147,1897,4692
728387165835677696,912,3555
728046963732717569,1139,4103
728035342121635841,1581,4345
728015554473250816,1042,3946
727685679342333952,606,2840
727644517743104000,1661,5609
727524757080539137,1151,4273
727314416056803329,708,3186
727286334147182592,782,2928
727175381690781696,1319,3740
727155742655025152,1259,3460
726935089318363137,2312,6573
726887082820554753,1437,3676
726828223124897792,955,3415
726224900189511680,1087,4234
725842289046749185,2530,6787
725786712245440512,1303,3985
725729321944506368,1682,4978
725458796924002305,580,1354
724983749226668032,1228,3576
724771698126512129,600,2233
724405726123311104,1584,5051
724049859469295616,1692,4147
724046343203856385,529,2541
724004602748780546,1460,4000
723912936180330496,1171,3725
723688335806480385,2770,7314
723673163800948736,842,2898
723179728551723008,1767,5063
722974582966214656,1486,3921
722613351520608256,1552,4766
721503162398597120,1729,4407
721001180231503872,583,2421
720785406564900865,727,2956
720775346191278080,625,2348
720415127506415616,1424,3959
720389942216527872,2373,6089
720340705894408192,925,2740
720059472081784833,1063,3686
720043174954147842,1909,4722
719991154352222208,1651,4629
719704490224398336,1352,4340
719551379208073216,1801,4832
719367763014393856,711,2675
719339463458033665,1170,4257
719332531645071360,900,3289
718971898235854848,1025,3326
718939241951195136,1658,5019
718631497683582976,7588,18036
718613305783398402,455,2332
718540630683709445,962,2325
718460005985447936,499,2577
718454725339934721,1432,4641
718246886998687744,469,1826
718234618122661888,941,3696
717841801130979328,565,2345
717790033953034240,1040,2729
717537687239008257,1748,5538
717428917016076293,426,1545
717421804990701568,794,3009
717047459982213120,1823,6008
717009362452090881,912,3094
716802964044845056,1106,4104
716791146589110272,1503,7875
716730379797970944,410,1178
716447146686459905,5561,12488
716439118184652801,200,2286
716285507865542656,997,2659
716080869887381504,1809,6491
715928423106027520,835,3054
715758151270801409,1360,3553
715733265223708672,1608,4475
715704790270025728,544,2656
715696743237730304,1226,3746
715680795826982913,1518,4102
715360349751484417,1488,5231
715342466308784130,652,2918
715220193576927233,614,2318
715200624753819648,1768,4927
715009755312439296,1162,3972
714982300363173890,985,3564
714962719905021952,4027,7024
714957620017307648,1343,3968
714631576617938945,944,3131
714606013974974464,878,3478
714485234495041536,1073,2548
714258258790387713,696,2908
714251586676113411,792,3130
714214115368108032,830,2185
714141408463036416,1334,4137
713919462244790272,755,3154
713909862279876608,517,1817
713900603437621249,696,2721
713761197720473600,1297,4653
713411074226274305,1241,4245
713177543487135744,2726,6910
713175907180089344,1398,4261
712809025985978368,6383,18227
712717840512598017,4711,11783
712668654853337088,1149,3981
712438159032893441,1487,5082
712309440758808576,25,226
712097430750289920,983,3617
712092745624633345,850,2821
712085617388212225,465,3131
712065007010385924,593,2160
711998809858043904,123,0
711968124745228288,2194,7702
711743778164514816,945,2720
711732680602345472,3876,8418
711694788429553666,17401,31422
711652651650457602,862,3692
711363825979756544,1078,3471
711306686208872448,705,3160
711008018775851008,581,2866
710997087345876993,1322,4385
710844581445812225,647,2439
710833117892898816,504,2569
710658690886586372,534,2219
710609963652087808,2272,4591
710588934686908417,1767,4346
710296729921429505,701,2278
710283270106132480,496,2069
710272297844797440,1189,4332
710269109699739648,1064,2292
710153181850935296,852,2792
710140971284037632,842,2636
710117014656950272,1882,5220
709918798883774466,1032,3350
709901256215666688,98,639
709852847387627521,1143,3356
709566166965075968,1137,3390
709556954897764353,1018,3135
709519240576036864,226,1432
709449600415961088,541,2110
709409458133323776,647,2527
709225125749587968,543,2303
709207347839836162,5469,11959
709198395643068416,610,2354
709179584944730112,640,1929
709158332880297985,392,1952
709042156699303936,1550,4528
708853462201716736,627,1727
708845821941387268,853,2849
708834316713893888,475,1619
708810915978854401,6555,15785
708738143638450176,778,2646
708711088997666817,681,2427
708479650088034305,645,2440
708469915515297792,775,2972
708400866336894977,9535,15234
708356463048204288,1254,3429
708349470027751425,704,2256
708149363256774660,1480,4127
708130923141795840,815,3243
708119489313951744,936,2578
708109389455101952,531,1876
708026248782585858,1833,4217
707995814724026368,1073,2994
707983188426153984,2,49
707969809498152960,914,2577
707776935007539200,912,3145
707741517457260545,583,2385
707738799544082433,2332,3899
707693576495472641,952,3251
707629649552134146,826,2458
707610948723478529,6018,16260
707420581654872064,663,2158
707411934438625280,569,2202
707387676719185920,1210,3347
707377100785885184,1030,3125
707315916783140866,602,2375
707297311098011648,743,2674
707059547140169728,643,2486
707038192327901184,749,2094
707021089608753152,1288,3908
707014260413456384,569,2219
706904523814649856,7468,13977
706901761596989440,552,1960
706681918348251136,930,3164
706644897839910912,1040,2455
706593038911545345,603,2072
706538006853918722,1363,3340
706516534877929472,980,2993
706346369204748288,881,3308
706310011488698368,7500,20357
706291001778950144,454,1637
706265994973601792,886,2623
706169069255446529,2107,3740
706166467411222528,1522,4943
706153300320784384,364,1417
705975130514706432,693,2973
705970349788291072,852,3044
705898680587526145,527,2279
705786532653883392,493,1853
705591895322394625,1095,3042
705475953783398401,870,2847
705442520700944385,1527,4220
705428427625635840,1591,3654
705239209544720384,720,2872
705223444686888960,760,2480
705102439679201280,492,2052
705066031337840642,583,2098
704871453724954624,1068,4102
704859558691414016,504,2157
704847917308362754,1443,4866
704819833553219584,932,2535
704761120771465216,2771,6368
704499785726889984,953,2787
704491224099647488,74,716
704480331685040129,1024,3259
704364645503647744,3383,7645
704347321748819968,334,1512
704134088924532736,434,1442
704113298707505153,546,1783
704054845121142784,877,2802
703774238772166656,434,1774
703769065844768768,1086,3129
703631701117943808,637,2462
703611486317502464,1455,3688
703425003149250560,1295,3644
703407252292673536,662,2342
703382836347330562,1089,3360
703356393781329922,369,1840
703268521220972544,518,1901
703079050210877440,2934,7093
703041949650034688,11835,25247
702932127499816960,684,2476
702899151802126337,428,1535
702684942141153280,1015,3099
702671118226825216,535,2099
702598099714314240,3279,11746
702539513671897089,914,2769
702332542343577600,1472,3041
702321140488925184,1001,3144
702276748847800320,732,2364
702217446468493312,1281,4593
701981390485725185,936,3302
701952816642965504,979,3687
701889187134500865,1322,3396
701805642395348998,1591,3272
701601587219795968,434,2018
701570477911896070,884,2707
701545186879471618,581,2561
701214700881756160,4847,11711
700890391244103680,538,2130
700864154249383937,598,2492
700847567345688576,476,2356
700796979434098688,893,2341
700747788515020802,8827,21852
700518061187723268,759,2505
700505138482569216,547,2194
700462010979500032,1695,3955
700167517596164096,698,2530
700151421916807169,643,2157
700143752053182464,2582,7210
700062718104104960,651,2536
700029284593901568,555,1992
700002074055016451,1273,3172
699801817392291840,902,2910
699788877217865730,488,2144
699779630832685056,1178,2615
699775878809702401,577,1883
699691744225525762,4375,9853
699446877801091073,2501,5716
699434518667751424,493,2093
699423671849451520,306,1305
699413908797464576,595,2001
699370870310113280,416,1823
699323444782047232,825,3023
699088579889332224,593,2162
699079609774645248,616,2349
699072405256409088,1133,2839
699060279947165696,1715,3583
699036661657767936,1148,2505
698989035503689728,927,3202
698953797952008193,871,2571
698907974262222848,592,2427
698710712454139905,650,2371
698703483621523456,356,1390
698635131305795584,328,1247
698549713696649216,595,2227
698355670425473025,426,1770
698342080612007937,919,2170
698262614669991936,1897,4579
698195409219559425,5676,16079
698178924120031232,706,2705
697995514407682048,321,1458
697990423684476929,1225,3144
697943111201378304,645,2295
697881462549430272,1107,2892
697630435728322560,522,1672
697616773278015490,964,3011
697596423848730625,1202,2886
697575480820686848,481,1959
697516214579523584,1058,1962
697482927769255936,636,2329
697463031882764288,1338,3285
697270446429966336,1795,4520
697259378236399616,954,3161
697255105972801536,1104,2943
697242256848379904,640,2433
696900204696625153,979,3044
696894894812565505,648,2243
696886256886657024,1708,4651
696877980375769088,681,2348
696754882863349760,345,1423
696744641916489729,887,1985
696713835009417216,617,2272
696518437233913856,1644,3761
696490539101908992,135,1162
696488710901260288,975,2409
696405997980676096,1105,3075
696100768806522880,620,1852
695816827381944320,1097,2893
695794761660297217,736,3041
695767669421768709,702,1785
695629776980148225,1994,4376
695446424020918272,1736,4238
695409464418041856,3418,8322
695314793360662529,1380,3476
695095422348574720,587,2541
695074328191332352,1047,2714
695064344191721472,562,1539
695051054296211456,759,2549
694925794720792577,873,2591
694905863685980160,888,2634
694669722378485760,13652,34341
694356675654983680,273,1442
694352839993344000,580,1955
694342028726001664,463,1521
694329668942569472,480,1917
694206574471057408,1947,3995
694183373896572928,886,2825
694001791655137281,975,3267
693993230313091072,383,1807
693942351086120961,351,1678
693647888581312512,556,2583
693644216740769793,118,1300
693642232151285760,396,2443
693629975228977152,756,2349
693622659251335168,356,1470
693590843962331137,1860,4843
693582294167244802,236,1581
693486665285931008,600,1693
693280720173801472,1185,3211
693267061318012928,774,2280
693262851218264065,472,2119
693231807727280129,710,2761
693155686491000832,3049,7561
693109034023534592,580,1639
693095443459342336,432,1788
692919143163629568,725,2579
692905862751522816,833,2335
692901601640583168,573,1688
692894228850999298,756,2169
692828166163931137,851,2759
692752401762250755,3479,6539
692568918515392513,1469,4191
692535307825213440,1295,3023
692530551048294401,392,1764
692423280028966913,212,1414
692417313023332352,3292,8985
692187005137076224,781,2433
692158366030913536,753,2060
692142790915014657,371,1577
692041934689402880,1203,3261
692017291282812928,904,2773
691820333922455552,1571,3806
691793053716221953,4030,7808
691756958957883396,939,2722
691675652215414786,483,1875
691483041324204033,532,2296
691459709405118465,1081,3880
691444869282295808,805,2530
691416866452082688,7272,18562
691321916024623104,629,2476
691096613310316544,840,2856
691090071332753408,320,1661
690989312272396288,2731,5664
690959652130045952,1184,3432
690938899477221376,1857,3929
690932576555528194,967,3149
690735892932222976,1211,3632
690728923253055490,492,2086
690690673629138944,781,2234
690649993829576704,262,1248
690607260360429569,16,287
690597161306841088,576,1867
690400367696297985,429,1811
690374419777196032,805,3119
690360449368465409,837,2553
690348396616552449,490,1436
690248561355657216,393,1613
690021994562220032,977,2687
690015576308211712,699,2383
690005060500217858,1606,3520
689999384604450816,350,1357
689993469801164801,428,1401
689977555533848577,428,1315
689905486972461056,659,2357
689877686181715968,1105,2921
689835978131935233,720,2091
689661964914655233,893,3106
689659372465688576,3658,9955
689623661272240129,615,2141
689599056876867584,5244,11187
689557536375177216,433,1973
689517482558820352,1362,3255
689289219123089408,885,2157
689283819090870273,1046,3133
689280876073582592,673,1908
689275259254616065,235,1099
689255633275777024,1032,2459
689154315265683456,947,2966
689143371370250240,479,1944
688916208532455424,821,2609
688908934925697024,730,2024
688898160958271489,743,2010
688894073864884227,652,2152
688828561667567616,348,1328
688804835492233216,181,924
688789766343622656,631,2128
688547210804498433,665,2482
688519176466644993,698,2228
688385280030670848,4255,8889
688211956440801280,790,2159
688179443353796608,559,2051
688116655151435777,737,2713
688064179421470721,345,1662
687841446767013888,2383,5231
687826841265172480,1068,2635
687818504314159109,908,2386
687807801670897665,682,2285
687732144991551489,630,1688
687704180304273409,803,2340
687664829264453632,487,1862
687494652870668288,549,1827
687480748861947905,229,1536
687476254459715584,506,1906
687460506001633280,514,1975
687399393394311168,587,1821
687317306314240000,8729,19342
687312378585812992,1808,4186
687127927494963200,2150,5200
687124485711986689,481,2102
687109925361856513,2341,5582
687102708889812993,920,2252
687096057537363968,577,2146
686947101016735744,3043,8294
686760001961103360,1321,3376
686749460672679938,1379,3340
686730991906516992,1144,3961
686683045143953408,764,2711
686618349602762752,1294,3548
686606069955735556,519,1815
686394059078897668,657,1670
686386521809772549,841,3130
686377065986265092,538,2124
686358356425093120,628,2088
686286779679375361,1598,3863
686050296934563840,694,2136
686035780142297088,111,1102
686034024800862208,1088,2952
686007916130873345,387,2376
686003207160610816,589,1755
685973236358713344,494,2011
685943807276412928,558,1557
685906723014619143,2716,7175
685681090388975616,116,1957
685667379192414208,536,2262
685663452032069632,1389,3085
685641971164143616,728,2797
685547936038666240,14811,31555
685532292383666176,1101,2914
685325112850124800,3763,9042
685321586178670592,596,2536
685315239903100929,991,3149
685307451701334016,416,1997
685268753634967552,1135,2966
685198997565345792,635,2241
685169283572338688,1353,3945
684969860808454144,350,2289
684959798585110529,2972,6530
684940049151070208,988,3070
684926975086034944,444,3347
684914660081053696,1383,3361
684902183876321280,503,1792
684880619965411328,765,2001
684830982659280897,20624,33569
684800227459624960,950,2612
684594889858887680,3330,8522
684588130326986752,1343,3941
684567543613382656,1153,2884
684538444857667585,902,2533
684481074559381504,1121,3723
684460069371654144,530,1892
684241637099323392,3109,7775
684225744407494656,196,1192
684222868335505415,1299,3676
684200372118904832,992,2063
684195085588783105,486,1828
684188786104872960,1102,3356
684177701129875456,628,1939
684147889187209216,1449,2870
684122891630342144,446,1923
684097758874210310,1360,3948
683857920510050305,1067,3659
683852578183077888,330,1869
683849932751646720,906,2502
683834909291606017,1069,2521
683828599284170753,1006,2688
683773439333797890,1280,3209
683742671509258241,3154,6198
683515932363329536,2751,7032
683498322573824003,922,3041
683481228088049664,953,2558
683462770029932544,644,2323
683449695444799489,1526,3709
683391852557561860,2274,7330
683357973142474752,869,2778
683142553609318400,989,2752
683111407806746624,866,3259
683098815881154561,624,2083
683078886620553216,542,1921
683030066213818368,712,2076
682962037429899265,15590,35186
682808988178739200,159,1707
682788441537560576,1060,2379
682750546109968385,414,1453
682697186228989953,345,1260
682662431982772225,1028,2925
682638830361513985,563,1983
682429480204398592,1093,3301
682406705142087680,1668,7246
682393905736888321,630,2148
682389078323662849,446,1600
682303737705140231,929,2940
682259524040966145,1129,3968
682242692827447297,1088,3095
682088079302213632,9331,17437
682059653698686977,1594,4725
682047327939461121,889,3066
682032003584274432,1884,6301
682003177596559360,1438,2987
681981167097122816,983,2693
681891461017812993,777,2367
681694085539872773,3846,12265
681679526984871937,417,1686
681654059175129088,861,2517
681610798867845120,443,1815
681579835668455424,1235,3391
681523177663676416,5455,13655
681340665377193984,258,1576
681339448655802368,3880,8902
681320187870711809,705,2528
681302363064414209,1724,3762
681297372102656000,903,3080
681281657291280384,1045,3093
681261549936340994,251,1399
681242418453299201,501,1424
681231109724700672,464,2311
681193455364796417,1401,3544
680970795137544192,619,2305
680959110691590145,1899,4395
680940246314430465,987,3054
680934982542561280,412,2005
680913438424612864,587,2313
680889648562991104,349,1691
680836378243002368,1253,3310
680805554198020098,634,2060
680801747103793152,776,2280
680798457301471234,981,2722
680609293079592961,660,2512
680583894916304897,1256,3466
680497766108381184,1814,4052
680494726643068929,463,1645
680473011644985345,714,2434
680440374763077632,474,1393
680221482581123072,280,1417
680206703334408192,1106,2707
680191257256136705,476,2062
680176173301628928,1466,3721
680161097740095489,699,2230
680145970311643136,1653,3449
680130881361686529,890,2196
680115823365742593,863,2606
680100725817409536,1301,3441
680085611152338944,8539,12264
680070545539371008,816,2474
679877062409191424,611,1890
679872969355714560,635,2109
679862121895714818,585,2353
679854723806179328,1161,2730
679844490799091713,718,2269
679828447187857408,13256,34550
679777920601223168,1037,2970
679736210798047232,748,1999
679729593985699840,787,2073
679722016581222400,444,1592
679530280114372609,1970,4560
679527802031484928,685,2523
679511351870550016,1196,3216
679503373272485890,1383,3026
679475951516934144,607,2000
679462823135686656,17729,30012
679405845277462528,1133,2260
679158373988876288,7587,20252
679148763231985668,970,2664
679132435750195208,1092,2837
679111216690831360,2446,5668
679062614270468097,7591,16149
679047485189439488,622,2146
679001094530465792,1154,2716
678991772295516161,1090,2165
678969228704284672,430,1562
678800283649069056,854,2446
678798276842360832,1092,3288
678774928607469569,854,2677
678767140346941444,1281,3347
678764513869611008,442,1550
678755239630127104,3083,6735
678740035362037760,1566,3557
678708137298427904,2290,5324
678675843183484930,1377,2707
678643457146150913,379,1955
678446151570427904,1446,3811
678424312106393600,2397,5187
678410210315247616,1696,3988
678399652199309312,29930,76222
678396796259975168,395,1512
678389028614488064,395,1769
678380236862578688,848,2308
678341075375947776,504,1639
678334497360859136,235,1229
678278586130948096,5749,10849
678255464182861824,346,1511
678023323247357953,353,1810
678021115718029313,5921,12891
677961670166224897,1588,3249
677918531514703872,383,1263
677895101218201600,1942,4568
677716515794329600,920,2889
677700003327029250,1353,3213
677698403548192770,302,1166
677687604918272002,795,2361
677673981332312066,1409,3154
677662372920729601,888,1840
677644091929329666,761,1766
677573743309385728,651,2022
677565715327688705,431,1238
677557565589463040,1083,2321
677547928504967168,3453,6544
677530072887205888,216,1006
677335745548390400,1637,2879
677334615166730240,268,1274
677331501395156992,221,1032
677328882937298944,1416,3458
677314812125323265,503,1562
677301033169788928,376,1164
677269281705472000,665,1863
677228873407442944,1536,3357
677187300187611136,853,2578
676975532580409345,1003,2620
676957860086095872,761,2114
676949632774234114,369,1239
676948236477857792,808,2037
676946864479084545,343,1639
676942428000112642,702,1957
676936541936185344,4645,12050
676916996760600576,1703,2807
676897532954456065,684,2131
676864501615042560,657,1976
676821958043033607,14482,21592
676819651066732545,619,1722
676811746707918848,403,1352
676776431406465024,1895,4715
676617503762681856,894,2715
676613908052996102,185,1026
676606785097199616,406,1796
676603393314578432,358,1095
676593408224403456,2010,4308
676590572941893632,115,871
676588346097852417,733,2175
676582956622721024,254,1119
676575501977128964,1047,2424
676533798876651520,518,1768
676496375194980353,500,1437
676470639084101634,4379,10979
676440007570247681,619,1621
676430933382295552,317,1320
676263575653122048,507,1969
676237365392908289,263,1137
676219687039057920,28961,72186
676215927814406144,535,1631
676191832485810177,961,2134
676146341966438401,620,1812
676121918416756736,1083,2041
676101918813499392,1093,2665
676098748976615425,1311,2809
676089483918516224,408,1231
675898130735476737,529,1514
675891555769696257,793,1999
675888385639251968,886,2225
675878199931371520,1307,3923
675870721063669760,527,1534
675853064436391936,1193,2527
675849018447167488,133,892
675845657354215424,813,2131
675822767435051008,504,1430
675820929667219457,223,983
675798442703122432,3190,9652
675781562965868544,436,1514
675740360753160193,316,1104
675710890956750848,760,1762
675707330206547968,637,1855
675706639471788032,87,609
675534494439489536,382,1730
675531475945709568,356,1112
675522403582218240,265,974
675517828909424640,433,1214
675501075957489664,5448,16131
675497103322386432,1202,2939
675489971617296384,553,1206
675483430902214656,898,1725
675432746517426176,530,1416
675372240448454658,485,1578
675362609739206656,210,988
675354435921575936,15538,30486
675349384339542016,2107,3686
675334060156301312,1197,2588
675166823650848770,1460,3314
675153376133427200,2384,5845
675149409102012420,1577,3484
675147105808306176,215,878
675146535592706048,271,1103
675145476954566656,829,1996
675135153782571009,438,1217
675113801096802304,728,1816
675111688094527488,229,896
675109292475830276,1043,2616
675047298674663426,295,988
675015141583413248,1096,2529
675006312288268288,208,909
675003128568291329,429,1456
674999807681908736,1019,2088
674805413498527744,330,799
674800520222154752,791,2809
674793399141146624,1006,2334
674790488185167872,229,1028
674788554665512960,194,751
674781762103414784,1104,1870
674774481756377088,433,1029
674767892831932416,721,1690
674764817387900928,213,736
674754018082705410,402,1268
674752233200820224,423,1360
674743008475090944,501,1302
674742531037511680,47,446
674739953134403584,354,1015
674737130913071104,81,604
674690135443775488,437,1066
674670581682434048,598,1505
674664755118911488,223,852
674646392044941312,449,1333
674644256330530816,254,968
674638615994089473,540,1571
674632714662858753,529,1395
674606911342424069,92,869
674468880899788800,1877,5819
674447403907457024,329,991
674436901579923456,360,1034
674422304705744896,495,1333
674416750885273600,126,645
674410619106390016,424,1123
674394782723014656,523,1398
674372068062928900,292,797
674330906434379776,70,530
674318007229923329,475,1313
674307341513269249,6361,10592
674291837063053312,5389,13689
674271431610523648,676,1451
674269164442398721,213,849
674265582246694913,773,1516
674262580978937856,417,1225
674255168825880576,496,1357
674082852460433408,151,713
674075285688614912,262,929
674063288070742018,2003,5936
674053186244734976,1189,3073
674051556661161984,454,1350
674045139690631169,593,1310
674042553264685056,116,667
674038233588723717,390,1029
674036086168010753,189,795
674024893172875264,1128,1653
674019345211760640,283,1054
674014384960745472,590,1454
674008982932058114,323,1120
673956914389192708,880,1822
673919437611909120,342,1093
673906403526995968,1514,2956
673887867907739649,235,876
673716320723169284,693,2882
673715861853720576,1890,3271
673711475735838725,275,970
673709992831262724,246,784
673708611235921920,262,994
673707060090052608,359,1028
673705679337693185,377,1175
673700254269775872,525,1336
673697980713705472,1787,3667
673689733134946305,594,1612
673688752737402881,453,1174
673686845050527744,399,1336
673680198160809984,431,1271
673662677122719744,341,1169
673656262056419329,216,675
673636718965334016,333,1026
673612854080196609,664,1488
673583129559498752,331,1109
673580926094458881,253,774
673576835670777856,516,1281
673363615379013632,278,960
673359818736984064,614,1345
673355879178194945,526,1396
673352124999274496,495,1554
673350198937153538,195,710
673345638550134785,1162,2322
673343217010679808,246,901
673342308415348736,520,1183
673320132811366400,7186,12471
673317986296586240,227,819
673295268553605120,2899,6986
673270968295534593,333,995
673240798075449344,649,1323
673213039743795200,767,2062
673148804208660480,575,1568
672997845381865473,653,1834
672995267319328768,268,880
672988786805112832,266,911
672984142909456390,504,1172
672980819271634944,931,1690
672975131468300288,824,1557
672970152493887488,326,876
672968025906282496,495,1235
672964561327235073,589,1317
672902681409806336,452,1277
672898206762672129,387,840
672884426393653248,774,1428
672877615439593473,324,954
672834301050937345,525,1209
672828477930868736,444,1154
672640509974827008,287,913
672622327801233409,439,1194
672614745925664768,534,1132
672609152938721280,355,1018
672604026190569472,363,1024
672594978741354496,560,1230
672591762242805761,303,882
672591271085670400,174,666
672538107540070400,332,942
672523490734551040,151,580
672488522314567680,396,1034
672482722825261057,545,1039
672481316919734272,119,668
672475084225949696,645,1342
672466075045466113,483,1249
672272411274932228,3077,5964
672267570918129665,564,1370
672264251789176834,307,1048
672256522047614977,1400,2614
672254177670729728,681,1326
672248013293752320,549,1605
672245253877968896,143,627
672239279297454080,297,835
672231046314901505,926,1686
672222792075620352,192,728
672205392827572224,1048,2081
672169685991993344,335,943
672160042234327040,327,811
672139350159835138,634,1611
672125275208069120,1041,2204
672095186491711488,339,921
672082170312290304,336,874
672068090318987265,466,1188
671896809300709376,3832,7884
671891728106971137,517,1212
671882082306625538,1273,3236
671879137494245376,606,1305
671874878652489728,507,1158
671866342182637568,445,1039
671855973984772097,397,831
671789708968640512,3167,6561
671768281401958400,450,1102
671763349865160704,821,1545
671744970634719232,704,1256
671743150407421952,217,698
671735591348891648,689,1332
671729906628341761,3970,7865
671561002136281088,6622,11854
671550332464455680,192,840
671547767500775424,536,1253
671544874165002241,952,1811
671542985629241344,517,1003
671538301157904385,351,859
671536543010570240,370,1089
671533943490011136,529,938
671528761649688577,234,778
671520732782923777,486,1288
671518598289059840,271,874
671511350426865664,641,1472
671504605491109889,3278,6468
671497587707535361,413,857
671488513339211776,439,925
671486386088865792,180,530
671485057807351808,213,704
671390180817915904,683,1329
671362598324076544,270,1028
671357843010908160,143,369
671355857343524864,111,445
671347597085433856,388,880
671186162933985280,190,671
671182547775299584,307,1022
671166507850801152,312,806
671163268581498880,1012,1517
671159727754231808,73,328
671154572044468225,201,655
671151324042559489,139,612
671147085991960577,200,612
671141549288370177,597,1068
671138694582165504,368,850
671134062904504320,174,683
671122204919246848,2292,3210
671115716440031232,711,1261
671109016219725825,397,1059
670995969505435648,265,1014
670842764863651840,7927,22879
670840546554966016,177,540
670838202509447168,628,1021
670833812859932673,113,399
670832455012716544,196,671
670826280409919488,3690,5082
670823764196741120,169,711
670822709593571328,88,559
670815497391357952,1395,2919
670811965569282048,243,1039
670807719151067136,446,1080
670804601705242624,872,1817
670803562457407488,82,315
670797304698376195,212,684
670792680469889025,249,767
670789397210615808,218,611
670786190031921152,183,555
670783437142401025,350,768
670782429121134593,701,1422
670780561024270336,265,729
670778058496974848,67,309
670764103623966721,387,1005
670755717859713024,96,403
670733412878163972,466,890
670727704916926465,327,772
670717338665226240,439,1102
670704688707301377,340,724
670691627984359425,220,542
670679630144274432,256,691
670676092097810432,37,226
670668383499735048,4545,9870
670474236058800128,676,1396
670468609693655041,80,331
670465786746662913,500,900
670452855871037440,188,507
670449342516494336,592,1116
670444955656130560,1806,6263
670442337873600512,184,596
670435821946826752,467,978
670434127938719744,589,1311
670433248821026816,103,305
670428280563085312,559,1287
670427002554466305,146,483
670421925039075328,579,1210
670420569653809152,286,570
670417414769758208,299,528
670411370698022913,815,1868
670408998013820928,200,509
670403879788544000,139,394
670385711116361728,190,519
670374371102445568,248,693
670361874861563904,60,303
670338931251150849,101,397
670319130621435904,1114,3609
670303360680108032,119,404
670290420111441920,261,644
670093938074779648,300,948
670086499208155136,229,645
670079681849372674,1112,2043
670073503555706880,714,1443
670069087419133954,217,574
670061506722140161,301,695
670055038660800512,295,613
670046952931721218,159,596
670040295598354432,103,695
670037189829525505,252,545
670003130994700288,84,308
669993076832759809,75,299
669972011175813120,140,411
669970042633789440,50,281
669942763794931712,144,463
669926384437997569,88,349
669923323644657664,53,213
669753178989142016,366,735
669749430875258880,60,238
669684865554620416,80,469
669683899023405056,100,349
669682095984410625,124,326
669680153564442624,263,614
669661792646373376,388,747
669625907762618368,1647,3255
669603084620980224,333,885
669597912108789760,139,472
669583744538451968,848,1377
669573570759163904,127,402
669571471778410496,923,1466
669567591774625800,48,216
669564461267722241,109,361
669393256313184256,66,328
669375718304980992,656,1218
669371483794317312,161,451
669367896104181761,138,422
669363888236994561,208,579
669359674819481600,110,344
669354382627049472,1162,2495
669353438988365824,239,582
669351434509529089,166,399
669328503091937280,381,939
669327207240699904,112,531
669324657376567296,192,456
669216679721873412,366,1099
669214165781868544,144,402
669203728096960512,425,928
669037058363662336,284,603
669015743032369152,340,680
669006782128353280,221,534
669000397445533696,5779,19338
668994913074286592,204,404
668992363537309700,311,683
668989615043424256,303,623
668988183816871936,419,836
668986018524233728,149,510
668981893510119424,275,501
668979806671884288,316,735
668975677807423489,527,1203
668967877119254528,21,133
668960084974809088,223,649
668955713004314625,65,254
668932921458302977,53,236
668902994700836864,91,295
668892474547511297,135,370
668872652652679168,277,490
668852170888998912,147,419
668826086256599040,122,395
668815180734689280,236,515
668779399630725120,341,660
668655139528511488,201,487
668645506898350081,477,808
668643542311546881,470,807
668641109086707712,492,982
668636665813057536,451,957
668633411083464705,1451,2577
668631377374486528,292,655
668627278264475648,100,290
668625577880875008,117,351
668623201287675904,684,1302
668620235289837568,36,184
668614819948453888,290,572
668587383441514497,973,1546
668567822092664832,49,219
668544745690562560,208,473
668542336805281792,192,420
668537837512433665,63,235
668528771708952576,202,429
668507509523615744,94,301
668496999348633600,120,379
668484198282485761,214,388
668480044826800133,131,419
668466899341221888,464,810
668297328638447616,271,578
668291999406125056,29,225
668286279830867968,125,465
668274247790391296,211,759
668268907921326080,212,508
668256321989451776,543,1196
668248472370458624,427,877
668237644992782336,2565,5683
668226093875376128,91,268
668221241640230912,179,473
668204964695683073,181,516
668190681446379520,182,599
668171859951755264,171,445
668154635664932864,285,462
668142349051129856,256,533
668113020489474048,216,618
667937095915278337,725,1151
667924896115245057,98,275
667915453470232577,51,196
667911425562669056,263,449
667902449697558528,349,795
667886921285246976,973,1721
667885044254572545,425,765
667878741721415682,106,367
667873844930215936,369,577
667866724293877760,938,2805
667861340749471744,74,227
667832474953625600,57,267
667806454573760512,447,972
667801013445750784,84,295
667793409583771648,304,639
667782464991965184,225,377
667773195014021121,47,213
667766675769573376,199,394
667728196545200128,138,343
667724302356258817,286,441
667550904950915073,30,0
667550882905632768,26,0
667549055577362432,2046,5304
667546741521195010,115,313
667544320556335104,482,787
667538891197542400,59,187
667534815156183040,479,747
667530908589760512,218,430
667524857454854144,1019,1561
667517642048163840,176,340
667509364010450944,1935,6287
667502640335572993,201,501
667495797102141441,242,478
667491009379606528,205,479
667470559035432960,88,231
667455448082227200,56,178
667453023279554560,80,291
667443425659232256,525,711
667437278097252352,213,411
667435689202614272,79,283
